# SIH26006 - SYNTHETIC / DEMONSTRATION DATA - NOT REAL FREIGHT RATES
# Fabricated weekly voyage freight rates (USD/tonne) per lane in routes.csv,
# generated by a seeded random process for the prototype forecasting demo.
# They demonstrate the forecasting architecture, NOT real market accuracy.
# Do NOT use for analysis, model training, benchmarking or procurement.
week_start,route_id,origin_country,load_port,destination_port,cargo_type,freight_rate_usd_per_tonne,data_class
2026-04-20,R14,United States,Baltimore,Visakhapatnam,Iron Ore,37.76,SYNTHETIC_DEMO
2026-04-27,R14,United States,Baltimore,Visakhapatnam,Iron Ore,40.16,SYNTHETIC_DEMO
2026-05-04,R14,United States,Baltimore,Visakhapatnam,Iron Ore,36.54,SYNTHETIC_DEMO
2026-05-11,R14,United States,Baltimore,Visakhapatnam,Iron Ore,35.90,SYNTHETIC_DEMO
2026-05-18,R14,United States,Baltimore,Visakhapatnam,Iron Ore,34.93,SYNTHETIC_DEMO
2026-05-25,R14,United States,Baltimore,Visakhapatnam,Iron Ore,33.53,SYNTHETIC_DEMO
2026-06-01,R14,United States,Baltimore,Visakhapatnam,Iron Ore,34.69,SYNTHETIC_DEMO
2026-06-08,R14,United States,Baltimore,Visakhapatnam,Iron Ore,33.75,SYNTHETIC_DEMO
2026-06-15,R14,United States,Baltimore,Visakhapatnam,Iron Ore,34.75,SYNTHETIC_DEMO
2026-06-22,R14,United States,Baltimore,Visakhapatnam,Iron Ore,33.77,SYNTHETIC_DEMO
2026-06-29,R14,United States,Baltimore,Visakhapatnam,Iron Ore,34.57,SYNTHETIC_DEMO
2026-07-06,R14,United States,Baltimore,Visakhapatnam,Iron Ore,34.82,SYNTHETIC_DEMO
2026-07-13,R14,United States,Baltimore,Visakhapatnam,Iron Ore,35.98,SYNTHETIC_DEMO
2026-07-20,R14,United States,Baltimore,Visakhapatnam,Iron Ore,37.00,SYNTHETIC_DEMO
2026-07-27,R14,United States,Baltimore,Visakhapatnam,Iron Ore,36.60,SYNTHETIC_DEMO
2026-08-03,R14,United States,Baltimore,Visakhapatnam,Iron Ore,36.95,SYNTHETIC_DEMO
2026-08-10,R14,United States,Baltimore,Visakhapatnam,Iron Ore,37.42,SYNTHETIC_DEMO
2026-08-17,R14,United States,Baltimore,Visakhapatnam,Iron Ore,34.51,SYNTHETIC_DEMO
2026-08-24,R14,United States,Baltimore,Visakhapatnam,Iron Ore,36.22,SYNTHETIC_DEMO
2026-04-13,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,17.97,SYNTHETIC_DEMO
2026-04-20,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.62,SYNTHETIC_DEMO
2026-04-27,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.81,SYNTHETIC_DEMO
2026-05-04,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,19.25,SYNTHETIC_DEMO
2026-05-11,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,19.55,SYNTHETIC_DEMO
2026-05-18,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,19.35,SYNTHETIC_DEMO
2026-05-25,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.92,SYNTHETIC_DEMO
2026-06-01,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.65,SYNTHETIC_DEMO
2026-06-08,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.26,SYNTHETIC_DEMO
2026-06-15,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.44,SYNTHETIC_DEMO
2026-06-22,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.41,SYNTHETIC_DEMO
2026-06-29,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,17.41,SYNTHETIC_DEMO
2026-07-06,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.19,SYNTHETIC_DEMO
2026-07-13,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.31,SYNTHETIC_DEMO
2026-07-20,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.50,SYNTHETIC_DEMO
2026-07-27,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,18.62,SYNTHETIC_DEMO
2026-08-03,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,19.23,SYNTHETIC_DEMO
2026-08-10,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,20.07,SYNTHETIC_DEMO
2026-08-17,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,19.01,SYNTHETIC_DEMO
2026-08-24,R15,Mozambique,Nacala,Visakhapatnam,Coking Coal,19.78,SYNTHETIC_DEMO
2026-04-13,R16,Mozambique,Nacala,Paradip,Coking Coal,18.24,SYNTHETIC_DEMO
2026-04-20,R16,Mozambique,Nacala,Paradip,Coking Coal,18.15,SYNTHETIC_DEMO
2026-04-27,R16,Mozambique,Nacala,Paradip,Coking Coal,18.74,SYNTHETIC_DEMO
2026-05-04,R16,Mozambique,Nacala,Paradip,Coking Coal,18.28,SYNTHETIC_DEMO
2026-05-11,R16,Mozambique,Nacala,Paradip,Coking Coal,18.25,SYNTHETIC_DEMO
2026-05-18,R16,Mozambique,Nacala,Paradip,Coking Coal,18.98,SYNTHETIC_DEMO
2026-05-25,R16,Mozambique,Nacala,Paradip,Coking Coal,20.44,SYNTHETIC_DEMO
2026-06-01,R16,Mozambique,Nacala,Paradip,Coking Coal,19.73,SYNTHETIC_DEMO
2026-06-08,R16,Mozambique,Nacala,Paradip,Coking Coal,20.39,SYNTHETIC_DEMO
2026-06-15,R16,Mozambique,Nacala,Paradip,Coking Coal,19.87,SYNTHETIC_DEMO
2026-06-22,R16,Mozambique,Nacala,Paradip,Coking Coal,20.83,SYNTHETIC_DEMO
2026-06-29,R16,Mozambique,Nacala,Paradip,Coking Coal,20.13,SYNTHETIC_DEMO
2026-07-06,R16,Mozambique,Nacala,Paradip,Coking Coal,19.87,SYNTHETIC_DEMO
2026-07-13,R16,Mozambique,Nacala,Paradip,Coking Coal,19.76,SYNTHETIC_DEMO
2026-07-20,R16,Mozambique,Nacala,Paradip,Coking Coal,18.75,SYNTHETIC_DEMO
2026-07-27,R16,Mozambique,Nacala,Paradip,Coking Coal,19.14,SYNTHETIC_DEMO
2026-08-03,R16,Mozambique,Nacala,Paradip,Coking Coal,18.97,SYNTHETIC_DEMO
2026-08-10,R16,Mozambique,Nacala,Paradip,Coking Coal,19.58,SYNTHETIC_DEMO
2026-08-17,R16,Mozambique,Nacala,Paradip,Coking Coal,19.28,SYNTHETIC_DEMO
2026-08-24,R16,Mozambique,Nacala,Paradip,Coking Coal,19.33,SYNTHETIC_DEMO
2026-04-13,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.38,SYNTHETIC_DEMO
2026-04-20,R17,Mozambique,Nacala,Gangavaram,Coking Coal,19.43,SYNTHETIC_DEMO
2026-04-27,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.81,SYNTHETIC_DEMO
2026-05-04,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.75,SYNTHETIC_DEMO
2026-05-11,R17,Mozambique,Nacala,Gangavaram,Coking Coal,19.15,SYNTHETIC_DEMO
2026-05-18,R17,Mozambique,Nacala,Gangavaram,Coking Coal,19.54,SYNTHETIC_DEMO
2026-05-25,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.90,SYNTHETIC_DEMO
2026-06-01,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.10,SYNTHETIC_DEMO
2026-06-08,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.53,SYNTHETIC_DEMO
2026-06-15,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.32,SYNTHETIC_DEMO
2026-06-22,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.51,SYNTHETIC_DEMO
2026-06-29,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.47,SYNTHETIC_DEMO
2026-07-06,R17,Mozambique,Nacala,Gangavaram,Coking Coal,18.96,SYNTHETIC_DEMO
2026-07-13,R17,Mozambique,Nacala,Gangavaram,Coking Coal,19.14,SYNTHETIC_DEMO
2026-07-20,R17,Mozambique,Nacala,Gangavaram,Coking Coal,20.22,SYNTHETIC_DEMO
2026-07-27,R17,Mozambique,Nacala,Gangavaram,Coking Coal,20.72,SYNTHETIC_DEMO
2026-08-03,R17,Mozambique,Nacala,Gangavaram,Coking Coal,20.21,SYNTHETIC_DEMO
2026-08-10,R17,Mozambique,Nacala,Gangavaram,Coking Coal,19.33,SYNTHETIC_DEMO
2026-08-17,R17,Mozambique,Nacala,Gangavaram,Coking Coal,19.57,SYNTHETIC_DEMO
2026-08-24,R17,Mozambique,Nacala,Gangavaram,Coking Coal,19.91,SYNTHETIC_DEMO
2026-04-13,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,17.92,SYNTHETIC_DEMO
2026-04-20,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.57,SYNTHETIC_DEMO
2026-04-27,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.63,SYNTHETIC_DEMO
2026-05-04,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.81,SYNTHETIC_DEMO
2026-05-11,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,20.58,SYNTHETIC_DEMO
2026-05-18,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,20.39,SYNTHETIC_DEMO
2026-05-25,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,19.89,SYNTHETIC_DEMO
2026-06-01,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,20.49,SYNTHETIC_DEMO
2026-06-08,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,20.63,SYNTHETIC_DEMO
2026-06-15,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,19.66,SYNTHETIC_DEMO
2026-06-22,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.83,SYNTHETIC_DEMO
2026-06-29,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.56,SYNTHETIC_DEMO
2026-07-06,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,19.59,SYNTHETIC_DEMO
2026-07-13,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,17.43,SYNTHETIC_DEMO
2026-07-20,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.63,SYNTHETIC_DEMO
2026-07-27,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,16.99,SYNTHETIC_DEMO
2026-08-03,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.19,SYNTHETIC_DEMO
2026-08-10,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,18.00,SYNTHETIC_DEMO
2026-08-17,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,20.38,SYNTHETIC_DEMO
2026-08-24,R18,Mozambique,Maputo,Visakhapatnam,Coking Coal,20.56,SYNTHETIC_DEMO
2026-04-13,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,20.53,SYNTHETIC_DEMO
2026-04-20,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,21.83,SYNTHETIC_DEMO
2026-04-27,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,21.71,SYNTHETIC_DEMO
2026-05-04,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,21.88,SYNTHETIC_DEMO
2026-05-11,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,23.37,SYNTHETIC_DEMO
2026-05-18,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,22.28,SYNTHETIC_DEMO
2026-05-25,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,21.65,SYNTHETIC_DEMO
2026-06-01,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,23.20,SYNTHETIC_DEMO
2026-06-08,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,22.64,SYNTHETIC_DEMO
2026-06-15,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,22.38,SYNTHETIC_DEMO
2026-06-22,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,22.32,SYNTHETIC_DEMO
2026-06-29,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,21.91,SYNTHETIC_DEMO
2026-07-06,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,20.71,SYNTHETIC_DEMO
2026-07-13,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,20.98,SYNTHETIC_DEMO
2026-07-20,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,21.38,SYNTHETIC_DEMO
2026-07-27,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,21.45,SYNTHETIC_DEMO
2026-08-03,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,22.17,SYNTHETIC_DEMO
2026-08-10,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,22.81,SYNTHETIC_DEMO
2026-08-17,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,23.74,SYNTHETIC_DEMO
2026-08-24,R19,Russia,Vostochny,Visakhapatnam,Coking Coal,23.31,SYNTHETIC_DEMO
2026-04-13,R20,Russia,Vostochny,Paradip,Coking Coal,21.85,SYNTHETIC_DEMO
2026-04-20,R20,Russia,Vostochny,Paradip,Coking Coal,22.31,SYNTHETIC_DEMO
2026-04-27,R20,Russia,Vostochny,Paradip,Coking Coal,22.45,SYNTHETIC_DEMO
2026-05-04,R20,Russia,Vostochny,Paradip,Coking Coal,22.33,SYNTHETIC_DEMO
2026-05-11,R20,Russia,Vostochny,Paradip,Coking Coal,22.04,SYNTHETIC_DEMO
2026-05-18,R20,Russia,Vostochny,Paradip,Coking Coal,22.16,SYNTHETIC_DEMO
2026-05-25,R20,Russia,Vostochny,Paradip,Coking Coal,21.38,SYNTHETIC_DEMO
2026-06-01,R20,Russia,Vostochny,Paradip,Coking Coal,20.99,SYNTHETIC_DEMO
2026-06-08,R20,Russia,Vostochny,Paradip,Coking Coal,21.35,SYNTHETIC_DEMO
2026-06-15,R20,Russia,Vostochny,Paradip,Coking Coal,21.53,SYNTHETIC_DEMO
2026-06-22,R20,Russia,Vostochny,Paradip,Coking Coal,21.33,SYNTHETIC_DEMO
2026-06-29,R20,Russia,Vostochny,Paradip,Coking Coal,21.75,SYNTHETIC_DEMO
2026-07-06,R20,Russia,Vostochny,Paradip,Coking Coal,21.39,SYNTHETIC_DEMO
2026-07-13,R20,Russia,Vostochny,Paradip,Coking Coal,21.47,SYNTHETIC_DEMO
2026-07-20,R20,Russia,Vostochny,Paradip,Coking Coal,22.82,SYNTHETIC_DEMO
2026-07-27,R20,Russia,Vostochny,Paradip,Coking Coal,23.06,SYNTHETIC_DEMO
2026-08-03,R20,Russia,Vostochny,Paradip,Coking Coal,23.49,SYNTHETIC_DEMO
2026-08-10,R20,Russia,Vostochny,Paradip,Coking Coal,22.10,SYNTHETIC_DEMO
2026-08-17,R20,Russia,Vostochny,Paradip,Coking Coal,23.77,SYNTHETIC_DEMO
2026-08-24,R20,Russia,Vostochny,Paradip,Coking Coal,22.74,SYNTHETIC_DEMO
2026-04-13,R21,Russia,Vanino,Gangavaram,Iron Ore,21.66,SYNTHETIC_DEMO
2026-04-20,R21,Russia,Vanino,Gangavaram,Iron Ore,21.04,SYNTHETIC_DEMO
2026-04-27,R21,Russia,Vanino,Gangavaram,Iron Ore,21.41,SYNTHETIC_DEMO
2026-05-04,R21,Russia,Vanino,Gangavaram,Iron Ore,21.09,SYNTHETIC_DEMO
2026-05-11,R21,Russia,Vanino,Gangavaram,Iron Ore,20.29,SYNTHETIC_DEMO
2026-05-18,R21,Russia,Vanino,Gangavaram,Iron Ore,21.20,SYNTHETIC_DEMO
2026-05-25,R21,Russia,Vanino,Gangavaram,Iron Ore,21.86,SYNTHETIC_DEMO
2026-06-01,R21,Russia,Vanino,Gangavaram,Iron Ore,21.81,SYNTHETIC_DEMO
2026-06-08,R21,Russia,Vanino,Gangavaram,Iron Ore,22.68,SYNTHETIC_DEMO
2026-06-15,R21,Russia,Vanino,Gangavaram,Iron Ore,22.85,SYNTHETIC_DEMO
2026-06-22,R21,Russia,Vanino,Gangavaram,Iron Ore,22.85,SYNTHETIC_DEMO
2026-06-29,R21,Russia,Vanino,Gangavaram,Iron Ore,22.76,SYNTHETIC_DEMO
2026-07-06,R21,Russia,Vanino,Gangavaram,Iron Ore,22.09,SYNTHETIC_DEMO
2026-07-13,R21,Russia,Vanino,Gangavaram,Iron Ore,21.87,SYNTHETIC_DEMO
2026-07-20,R21,Russia,Vanino,Gangavaram,Iron Ore,21.85,SYNTHETIC_DEMO
2026-07-27,R21,Russia,Vanino,Gangavaram,Iron Ore,21.57,SYNTHETIC_DEMO
2026-08-03,R21,Russia,Vanino,Gangavaram,Iron Ore,21.39,SYNTHETIC_DEMO
2026-08-10,R21,Russia,Vanino,Gangavaram,Iron Ore,21.36,SYNTHETIC_DEMO
2026-08-17,R21,Russia,Vanino,Gangavaram,Iron Ore,20.66,SYNTHETIC_DEMO
2026-08-24,R21,Russia,Vanino,Gangavaram,Iron Ore,22.23,SYNTHETIC_DEMO
2026-04-13,R22,Russia,Vanino,Dhamra,Iron Ore,22.83,SYNTHETIC_DEMO
2026-04-20,R22,Russia,Vanino,Dhamra,Iron Ore,23.49,SYNTHETIC_DEMO
2026-04-27,R22,Russia,Vanino,Dhamra,Iron Ore,21.45,SYNTHETIC_DEMO
2026-05-04,R22,Russia,Vanino,Dhamra,Iron Ore,22.49,SYNTHETIC_DEMO
2026-05-11,R22,Russia,Vanino,Dhamra,Iron Ore,20.97,SYNTHETIC_DEMO
2026-05-18,R22,Russia,Vanino,Dhamra,Iron Ore,21.46,SYNTHETIC_DEMO
2026-05-25,R22,Russia,Vanino,Dhamra,Iron Ore,20.74,SYNTHETIC_DEMO
2026-06-01,R22,Russia,Vanino,Dhamra,Iron Ore,21.09,SYNTHETIC_DEMO
2026-06-08,R22,Russia,Vanino,Dhamra,Iron Ore,21.57,SYNTHETIC_DEMO
2026-06-15,R22,Russia,Vanino,Dhamra,Iron Ore,21.64,SYNTHETIC_DEMO
2026-06-22,R22,Russia,Vanino,Dhamra,Iron Ore,22.26,SYNTHETIC_DEMO
2026-06-29,R22,Russia,Vanino,Dhamra,Iron Ore,22.72,SYNTHETIC_DEMO
2026-07-06,R22,Russia,Vanino,Dhamra,Iron Ore,22.93,SYNTHETIC_DEMO
2026-07-13,R22,Russia,Vanino,Dhamra,Iron Ore,23.47,SYNTHETIC_DEMO
2026-07-20,R22,Russia,Vanino,Dhamra,Iron Ore,23.98,SYNTHETIC_DEMO
2026-07-27,R22,Russia,Vanino,Dhamra,Iron Ore,22.80,SYNTHETIC_DEMO
2026-08-03,R22,Russia,Vanino,Dhamra,Iron Ore,22.97,SYNTHETIC_DEMO
2026-08-10,R22,Russia,Vanino,Dhamra,Iron Ore,22.36,SYNTHETIC_DEMO
2026-08-17,R22,Russia,Vanino,Dhamra,Iron Ore,21.16,SYNTHETIC_DEMO
2026-08-24,R22,Russia,Vanino,Dhamra,Iron Ore,21.93,SYNTHETIC_DEMO
2026-04-13,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.04,SYNTHETIC_DEMO
2026-04-20,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.43,SYNTHETIC_DEMO
2026-04-27,R23,Indonesia,Samarinda,Paradip,Coking Coal,13.74,SYNTHETIC_DEMO
2026-05-04,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.88,SYNTHETIC_DEMO
2026-05-11,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.52,SYNTHETIC_DEMO
2026-05-18,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.42,SYNTHETIC_DEMO
2026-05-25,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.66,SYNTHETIC_DEMO
2026-06-01,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.28,SYNTHETIC_DEMO
2026-06-08,R23,Indonesia,Samarinda,Paradip,Coking Coal,13.60,SYNTHETIC_DEMO
2026-06-15,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.20,SYNTHETIC_DEMO
2026-06-22,R23,Indonesia,Samarinda,Paradip,Coking Coal,13.70,SYNTHETIC_DEMO
2026-06-29,R23,Indonesia,Samarinda,Paradip,Coking Coal,13.74,SYNTHETIC_DEMO
2026-07-06,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.01,SYNTHETIC_DEMO
2026-07-13,R23,Indonesia,Samarinda,Paradip,Coking Coal,13.83,SYNTHETIC_DEMO
2026-07-20,R23,Indonesia,Samarinda,Paradip,Coking Coal,13.91,SYNTHETIC_DEMO
2026-07-27,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.06,SYNTHETIC_DEMO
2026-08-03,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.63,SYNTHETIC_DEMO
2026-08-10,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.47,SYNTHETIC_DEMO
2026-08-17,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.64,SYNTHETIC_DEMO
2026-08-24,R23,Indonesia,Samarinda,Paradip,Coking Coal,14.30,SYNTHETIC_DEMO
2026-04-13,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.47,SYNTHETIC_DEMO
2026-04-20,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.38,SYNTHETIC_DEMO
2026-04-27,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.68,SYNTHETIC_DEMO
2026-05-04,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.14,SYNTHETIC_DEMO
2026-05-11,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.23,SYNTHETIC_DEMO
2026-05-18,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.35,SYNTHETIC_DEMO
2026-05-25,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,14.26,SYNTHETIC_DEMO
2026-06-01,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,14.72,SYNTHETIC_DEMO
2026-06-08,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.31,SYNTHETIC_DEMO
2026-06-15,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,14.12,SYNTHETIC_DEMO
2026-06-22,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,14.32,SYNTHETIC_DEMO
2026-06-29,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.53,SYNTHETIC_DEMO
2026-07-06,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.86,SYNTHETIC_DEMO
2026-07-13,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.81,SYNTHETIC_DEMO
2026-07-20,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.38,SYNTHETIC_DEMO
2026-07-27,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,12.43,SYNTHETIC_DEMO
2026-08-03,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,12.76,SYNTHETIC_DEMO
2026-08-10,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.13,SYNTHETIC_DEMO
2026-08-17,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.08,SYNTHETIC_DEMO
2026-08-24,R24,Indonesia,Balikpapan,Visakhapatnam,Coking Coal,13.41,SYNTHETIC_DEMO
2026-04-13,R25,Indonesia,Samarinda,Haldia,Coking Coal,15.81,SYNTHETIC_DEMO
2026-04-20,R25,Indonesia,Samarinda,Haldia,Coking Coal,15.87,SYNTHETIC_DEMO
2026-04-27,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.72,SYNTHETIC_DEMO
2026-05-04,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.55,SYNTHETIC_DEMO
2026-05-11,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.60,SYNTHETIC_DEMO
2026-05-18,R25,Indonesia,Samarinda,Haldia,Coking Coal,13.77,SYNTHETIC_DEMO
2026-05-25,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.33,SYNTHETIC_DEMO
2026-06-01,R25,Indonesia,Samarinda,Haldia,Coking Coal,13.95,SYNTHETIC_DEMO
2026-06-08,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.12,SYNTHETIC_DEMO
2026-06-15,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.43,SYNTHETIC_DEMO
2026-06-22,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.85,SYNTHETIC_DEMO
2026-06-29,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.81,SYNTHETIC_DEMO
2026-07-06,R25,Indonesia,Samarinda,Haldia,Coking Coal,15.00,SYNTHETIC_DEMO
2026-07-13,R25,Indonesia,Samarinda,Haldia,Coking Coal,15.68,SYNTHETIC_DEMO
2026-07-20,R25,Indonesia,Samarinda,Haldia,Coking Coal,15.09,SYNTHETIC_DEMO
2026-07-27,R25,Indonesia,Samarinda,Haldia,Coking Coal,15.39,SYNTHETIC_DEMO
2026-08-03,R25,Indonesia,Samarinda,Haldia,Coking Coal,15.03,SYNTHETIC_DEMO
2026-08-10,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.45,SYNTHETIC_DEMO
2026-08-17,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.47,SYNTHETIC_DEMO
2026-08-24,R25,Indonesia,Samarinda,Haldia,Coking Coal,14.01,SYNTHETIC_DEMO
2026-04-13,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,14.79,SYNTHETIC_DEMO
2026-04-20,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.21,SYNTHETIC_DEMO
2026-04-27,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.18,SYNTHETIC_DEMO
2026-05-04,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.29,SYNTHETIC_DEMO
2026-05-11,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.33,SYNTHETIC_DEMO
2026-05-18,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.21,SYNTHETIC_DEMO
2026-05-25,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,14.67,SYNTHETIC_DEMO
2026-06-01,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,14.83,SYNTHETIC_DEMO
2026-06-08,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,14.37,SYNTHETIC_DEMO
2026-06-15,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,14.58,SYNTHETIC_DEMO
2026-06-22,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,14.88,SYNTHETIC_DEMO
2026-06-29,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,14.95,SYNTHETIC_DEMO
2026-07-06,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.29,SYNTHETIC_DEMO
2026-07-13,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.68,SYNTHETIC_DEMO
2026-07-20,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,16.23,SYNTHETIC_DEMO
2026-07-27,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,16.35,SYNTHETIC_DEMO
2026-08-03,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,16.35,SYNTHETIC_DEMO
2026-08-10,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,15.98,SYNTHETIC_DEMO
2026-08-17,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,16.53,SYNTHETIC_DEMO
2026-08-24,R26,Indonesia,Samarinda,Sagar-Sandheads,Coking Coal,16.10,SYNTHETIC_DEMO
